Porosity,Pore_Size_um,Fiber_Arrangement_Angle,Wettability_Contact_Angle,Performance_Score
0.5247240713084176,35.68126584617151,9.281148195233936,100.13610378432988,43.47481685015892
0.8704285838459498,13.365598599801952,81.229761601161,106.71542034191752,42.39530571517338
0.7391963650868432,16.465148563784552,45.472713520307146,100.62062905660481,67.94482891855753
0.659195090518222,45.94216754108317,74.38117194969675,95.32215202542334,53.65246662170632
0.39361118426546193,34.2571623863836,28.804464092755058,97.23815226603605,49.2177336416806
0.3935967122017216,10.367882064665185,80.59709056465805,117.64672608196355,29.21243912970476
0.33485016730091965,14.058861714641285,35.02815108607468,102.38002310434754,23.872896124278995
0.8197056874649611,36.54007076432223,0.9753886332268524,111.85619166288453,54.39938849903086
0.6606690070459253,10.202463353848747,81.48437787773373,120.20503625129142,54.32948707622669
0.7248435466776273,16.432322056699945,8.21580091075202,131.42368971776193,72.45337430944814
0.31235069657748143,31.949351574663446,28.73822738313734,92.35872839046594,26.142017950002245
0.8819459112971966,37.67580790770773,85.50557703457244,137.96462393454254,70.39734341207479
0.7994655844802532,36.07845038010402,85.55464322438004,127.67402336945446,64.99913211455689
0.4274034664069657,18.970772378422392,51.60940993109575,94.90554191693232,36.012657537242994
0.4090949803242604,38.48716885390144,56.865349095281935,142.41471744640663,56.75052217554588
0.41004270591206027,19.489963499872005,40.36009697804878,145.2523440319088,54.614179069028765
0.4825453457757226,23.01598792637071,26.38896945282581,93.66467759129182,47.432022737845294
0.6148538589793427,39.85965620472096,29.579809083292435,106.61265888883221,58.57486270138291
0.5591670111852695,35.98531596188859,60.526661046933455,138.3720767875837,67.03390970647878
0.47473748411882516,43.96893641976712,67.7137076493912,134.8955814230195,48.93496857217697
0.6671117368334277,36.30451569201374,71.24211393532637,101.07126116138264,59.089549464384184
0.3836963163912251,32.73234413341886,71.06563285150985,102.56095940020262,50.79658564853634
0.47528678912113087,13.746990713123699,8.208549274382133,112.22832616748292,37.41026223071142
0.5198171059762151,24.70863212237734,44.49782742323233,119.07137911146128,57.20238148466629
0.5736419905302216,20.608094707269018,5.180288401497986,127.09528629181776,58.96955697549879
0.7711055768358082,19.75958573516334,49.4575994091362,112.13481837418635,62.784353280178806
0.41980426929501585,48.920422190097824,39.73774512360393,117.75208296798887,27.886137650257563
0.608540663048167,25.723908986670416,79.89337644824698,134.8482562880254,72.80573218678144
0.6554487413172255,45.681862207084535,31.582351129687083,92.20099217343588,47.71816078500964
0.3278702476319986,35.245545039890516,10.536031478484528,105.14621666064124,38.37955525360921
0.664526911140863,41.79245214166593,12.869251384755227,132.80097515307315,78.87480244192314
0.40231447421237493,30.105483724207684,68.5359568545725,143.71241026123195,73.33849185678764
0.3390309557911677,33.07615538505436,55.6396256984635,120.70064652693996,49.68783962260966
0.8693313223520001,29.700707752754557,9.101040851051122,121.92680911591894,58.60743050130147
0.8793792198447357,17.80971951192178,7.569612550349769,96.43032068038656,51.22347740308546
0.7850384088698767,38.89808461046022,63.0872218313208,116.84474200940727,63.99792322554332
0.4827682615040224,21.23089449763423,6.548670572777418,121.9570359873014,51.35577999845533
0.35860326840383033,10.972638657258154,73.96740533613206,104.54823021808377,24.377188617249328
0.7105398159072942,35.81889183628671,63.56180044408466,106.15459385696286,68.28079908032053
0.5640914962437609,17.084427176281956,7.321390257770979,112.63704978627736,48.43544532213979
0.3732229409068673,47.61834337411657,7.635394267667273,91.20427186666359,15.670072079067268
0.5971061460667622,48.157143080103495,88.7975620651058,109.3247499349907,40.80663729650736
0.320633112669131,46.59457560881794,33.68437161805083,102.68688041979269,26.721163178651302
